,s80,p80,SAR
5608,0.16,0.14,0.35
5609,0.16,0.14,0.36
5610,0.16,0.14,0.37
5611,0.16,0.14,0.38
5612,0.16,0.14,0.39
5613,0.16,0.14,0.4
5614,0.16,0.14,0.41
5615,0.16,0.14,0.42
5616,0.16,0.14,0.43
5617,0.16,0.14,0.44
5618,0.16,0.14,0.45
5619,0.16,0.14,0.46
5620,0.16,0.14,0.47
5621,0.16,0.14,0.48
5622,0.16,0.14,0.49
5623,0.16,0.14,0.5
5624,0.16,0.14,0.51
5625,0.16,0.14,0.52
5626,0.16,0.14,0.53
5627,0.16,0.14,0.54
5628,0.16,0.14,0.55
5629,0.16,0.14,0.56
5630,0.16,0.14,0.57
5631,0.16,0.14,0.58
5632,0.16,0.14,0.59
5633,0.16,0.14,0.6
5634,0.16,0.16,0.36
5635,0.16,0.16,0.37
5636,0.16,0.16,0.38
5637,0.16,0.16,0.39
5638,0.16,0.16,0.4
5639,0.16,0.16,0.41
5640,0.16,0.16,0.42
5641,0.16,0.16,0.43
5642,0.16,0.16,0.44
5643,0.16,0.16,0.45
5644,0.16,0.16,0.46
5645,0.16,0.16,0.47
5646,0.16,0.16,0.48
5647,0.16,0.16,0.49
5648,0.16,0.16,0.5
5649,0.16,0.16,0.51
5650,0.16,0.16,0.52
5651,0.16,0.16,0.53
5652,0.16,0.16,0.54
5653,0.16,0.16,0.55
5654,0.16,0.16,0.56
5655,0.16,0.16,0.57
5656,0.16,0.16,0.58
5657,0.16,0.16,0.59
5658,0.16,0.16,0.6
5659,0.16,0.18,0.37
5660,0.16,0.18,0.38
5661,0.16,0.18,0.39
5662,0.16,0.18,0.4
5663,0.16,0.18,0.41
5664,0.16,0.18,0.42
5665,0.16,0.18,0.43
5666,0.16,0.18,0.44
5667,0.16,0.18,0.45
5668,0.16,0.18,0.46
5669,0.16,0.18,0.47
5670,0.16,0.18,0.48
5671,0.16,0.18,0.49
5672,0.16,0.18,0.5
5673,0.16,0.18,0.51
5674,0.16,0.18,0.52
5675,0.16,0.18,0.53
5676,0.16,0.18,0.54
5677,0.16,0.18,0.55
5678,0.16,0.18,0.56
5679,0.16,0.18,0.57
5680,0.16,0.18,0.58
5681,0.16,0.18,0.59
5682,0.16,0.18,0.6
5683,0.16,0.2,0.39
5684,0.16,0.2,0.4
5685,0.16,0.2,0.41
5686,0.16,0.2,0.42
5687,0.16,0.2,0.43
5688,0.16,0.2,0.44
5689,0.16,0.2,0.45
5690,0.16,0.2,0.46
5691,0.16,0.2,0.47
5692,0.16,0.2,0.48
5693,0.16,0.2,0.49
5694,0.16,0.2,0.5
5695,0.16,0.2,0.51
5696,0.16,0.2,0.52
5697,0.16,0.2,0.53
5698,0.16,0.2,0.54
5699,0.16,0.2,0.55
5700,0.16,0.2,0.56
5701,0.16,0.2,0.57
5702,0.16,0.2,0.58
5703,0.16,0.2,0.59
5704,0.16,0.2,0.6
5705,0.16,0.22,0.4
5706,0.16,0.22,0.41
5707,0.16,0.22,0.42
5708,0.16,0.22,0.43
5709,0.16,0.22,0.44
5710,0.16,0.22,0.45
5711,0.16,0.22,0.46
5712,0.16,0.22,0.47
5713,0.16,0.22,0.48
5714,0.16,0.22,0.49
5715,0.16,0.22,0.5
5716,0.16,0.22,0.51
5717,0.16,0.22,0.52
5718,0.16,0.22,0.53
5719,0.16,0.22,0.54
5720,0.16,0.22,0.55
5721,0.16,0.22,0.56
5722,0.16,0.22,0.57
5723,0.16,0.22,0.58
5724,0.16,0.22,0.59
5725,0.16,0.22,0.6
5726,0.16,0.24,0.41
5727,0.16,0.24,0.42
5728,0.16,0.24,0.43
5729,0.16,0.24,0.44
5730,0.16,0.24,0.45
5731,0.16,0.24,0.46
5732,0.16,0.24,0.47
5733,0.16,0.24,0.48
5734,0.16,0.24,0.49
5735,0.16,0.24,0.5
5736,0.16,0.24,0.51
5737,0.16,0.24,0.52
5738,0.16,0.24,0.53
5739,0.16,0.24,0.54
5740,0.16,0.24,0.55
5741,0.16,0.24,0.56
5742,0.16,0.24,0.57
5743,0.16,0.24,0.58
5744,0.16,0.24,0.59
5745,0.16,0.24,0.6
5746,0.16,0.26,0.42
5747,0.16,0.26,0.43
5748,0.16,0.26,0.44
5749,0.16,0.26,0.45
5750,0.16,0.26,0.46
5751,0.16,0.26,0.47
5752,0.16,0.26,0.48
5753,0.16,0.26,0.49
5754,0.16,0.26,0.5
5755,0.16,0.26,0.51
5756,0.16,0.26,0.52
5757,0.16,0.26,0.53
5758,0.16,0.26,0.54
5759,0.16,0.26,0.55
5760,0.16,0.26,0.56
5761,0.16,0.26,0.57
5762,0.16,0.26,0.58
5763,0.16,0.26,0.59
5764,0.16,0.26,0.6
5765,0.16,0.28,0.44
5766,0.16,0.28,0.45
5767,0.16,0.28,0.46
5768,0.16,0.28,0.47
5769,0.16,0.28,0.48
5770,0.16,0.28,0.49
5771,0.16,0.28,0.5
5772,0.16,0.28,0.51
5773,0.16,0.28,0.52
5774,0.16,0.28,0.53
5775,0.16,0.28,0.54
5776,0.16,0.28,0.55
5777,0.16,0.28,0.56
5778,0.16,0.28,0.57
5779,0.16,0.28,0.58
5780,0.16,0.28,0.59
5781,0.16,0.28,0.6
5782,0.16,0.3,0.45
5783,0.16,0.3,0.46
5784,0.16,0.3,0.47
5785,0.16,0.3,0.48
5786,0.16,0.3,0.49
5787,0.16,0.3,0.5
5788,0.16,0.3,0.51
5789,0.16,0.3,0.52
5790,0.16,0.3,0.53
5791,0.16,0.3,0.54
5792,0.16,0.3,0.55
5793,0.16,0.3,0.56
5794,0.16,0.3,0.57
5795,0.16,0.3,0.58
5796,0.16,0.3,0.59
5797,0.16,0.3,0.6
5798,0.16,0.32,0.46
5799,0.16,0.32,0.47
5800,0.16,0.32,0.48
5801,0.16,0.32,0.49
5802,0.16,0.32,0.5
5803,0.16,0.32,0.51
5804,0.16,0.32,0.52
5805,0.16,0.32,0.53
5806,0.16,0.32,0.54
5807,0.16,0.32,0.55
5808,0.16,0.32,0.56
5809,0.16,0.32,0.57
5810,0.16,0.32,0.58
5811,0.16,0.32,0.59
5812,0.16,0.32,0.6
5813,0.16,0.34,0.47
5814,0.16,0.34,0.48
5815,0.16,0.34,0.49
5816,0.16,0.34,0.5
5817,0.16,0.34,0.51
5818,0.16,0.34,0.52
5819,0.16,0.34,0.53
5820,0.16,0.34,0.54
5821,0.16,0.34,0.55
5822,0.16,0.34,0.56
5823,0.16,0.34,0.57
5824,0.16,0.34,0.58
5825,0.16,0.34,0.59
5826,0.16,0.34,0.6
5827,0.16,0.36,0.48
5828,0.16,0.36,0.49
5829,0.16,0.36,0.5
5830,0.16,0.36,0.51
5831,0.16,0.36,0.52
5832,0.16,0.36,0.53
5833,0.16,0.36,0.54
5834,0.16,0.36,0.55
5835,0.16,0.36,0.56
5836,0.16,0.36,0.57
5837,0.16,0.36,0.58
5838,0.16,0.36,0.59
5839,0.16,0.36,0.6
5840,0.16,0.38,0.49
5841,0.16,0.38,0.5
5842,0.16,0.38,0.51
5843,0.16,0.38,0.52
5844,0.16,0.38,0.53
5845,0.16,0.38,0.54
5846,0.16,0.38,0.55
5847,0.16,0.38,0.56
5848,0.16,0.38,0.57
5849,0.16,0.38,0.58
5850,0.16,0.38,0.59
5851,0.16,0.38,0.6
5852,0.16,0.4,0.5
5853,0.16,0.4,0.51
5854,0.16,0.4,0.52
5855,0.16,0.4,0.53
5856,0.16,0.4,0.54
5857,0.16,0.4,0.55
5858,0.16,0.4,0.56
5859,0.16,0.4,0.57
5860,0.16,0.4,0.58
5861,0.16,0.4,0.59
5862,0.16,0.4,0.6
5863,0.16,0.42,0.51
5864,0.16,0.42,0.52
5865,0.16,0.42,0.53
5866,0.16,0.42,0.54
5867,0.16,0.42,0.55
5868,0.16,0.42,0.56
5869,0.16,0.42,0.57
5870,0.16,0.42,0.58
5871,0.16,0.42,0.59
5872,0.16,0.42,0.6
5873,0.16,0.44,0.51
5874,0.16,0.44,0.52
5875,0.16,0.44,0.53
5876,0.16,0.44,0.54
5877,0.16,0.44,0.55
5878,0.16,0.44,0.56
5879,0.16,0.44,0.57
5880,0.16,0.44,0.58
5881,0.16,0.44,0.59
5882,0.16,0.44,0.6
5883,0.16,0.46,0.52
5884,0.16,0.46,0.53
5885,0.16,0.46,0.54
5886,0.16,0.46,0.55
5887,0.16,0.46,0.56
5888,0.16,0.46,0.57
5889,0.16,0.46,0.58
5890,0.16,0.46,0.59
5891,0.16,0.46,0.6
5892,0.16,0.48,0.53
5893,0.16,0.48,0.54
5894,0.16,0.48,0.55
5895,0.16,0.48,0.56
5896,0.16,0.48,0.57
5897,0.16,0.48,0.58
5898,0.16,0.48,0.59
5899,0.16,0.48,0.6
5900,0.16,0.5,0.54
5901,0.16,0.5,0.55
5902,0.16,0.5,0.56
5903,0.16,0.5,0.57
5904,0.16,0.5,0.58
5905,0.16,0.5,0.59
5906,0.16,0.5,0.6
5907,0.16,0.52,0.54
5908,0.16,0.52,0.55
5909,0.16,0.52,0.56
5910,0.16,0.52,0.57
5911,0.16,0.52,0.58
5912,0.16,0.52,0.59
5913,0.16,0.52,0.6
5914,0.16,0.54,0.55
5915,0.16,0.54,0.56
5916,0.16,0.54,0.57
5917,0.16,0.54,0.58
5918,0.16,0.54,0.59
5919,0.16,0.54,0.6
5920,0.16,0.56,0.56
5921,0.16,0.56,0.57
5922,0.16,0.56,0.58
5923,0.16,0.56,0.59
5924,0.16,0.56,0.6
5925,0.16,0.58,0.56
5926,0.16,0.58,0.57
5927,0.16,0.58,0.58
5928,0.16,0.58,0.59
5929,0.16,0.58,0.6
5930,0.16,0.6,0.57
5931,0.16,0.6,0.58
5932,0.16,0.6,0.59
5933,0.16,0.6,0.6
5934,0.16,0.62,0.57
5935,0.16,0.62,0.58
5936,0.16,0.62,0.59
5937,0.16,0.62,0.6
5938,0.16,0.64,0.58
5939,0.16,0.64,0.59
5940,0.16,0.64,0.6
5941,0.16,0.66,0.58
5942,0.16,0.66,0.59
5943,0.16,0.66,0.6
5944,0.16,0.68,0.59
5945,0.16,0.68,0.6
5946,0.16,0.7,0.59
5947,0.16,0.7,0.6
5948,0.16,0.72,0.59
5949,0.16,0.72,0.6
5950,0.16,0.74,0.6
5951,0.16,0.76,0.6
5952,0.16,0.78,0.6
5953,0.16,0.8,0.6
5954,0.18,0.04,0.22
5955,0.18,0.04,0.23
5956,0.18,0.04,0.24
5957,0.18,0.04,0.25
5958,0.18,0.04,0.26
5959,0.18,0.04,0.27
5960,0.18,0.04,0.28
5961,0.18,0.04,0.29
5962,0.18,0.04,0.3
5963,0.18,0.04,0.31
5964,0.18,0.04,0.32
5965,0.18,0.04,0.33
5966,0.18,0.04,0.34
5967,0.18,0.04,0.35
5968,0.18,0.04,0.36
5969,0.18,0.04,0.37
5970,0.18,0.04,0.38
5971,0.18,0.04,0.39
5972,0.18,0.04,0.4
5973,0.18,0.04,0.41
5974,0.18,0.04,0.42
5975,0.18,0.04,0.43
5976,0.18,0.04,0.44
5977,0.18,0.04,0.45
5978,0.18,0.04,0.46
5979,0.18,0.04,0.47
5980,0.18,0.04,0.48
5981,0.18,0.04,0.49
5982,0.18,0.04,0.5
5983,0.18,0.04,0.51
5984,0.18,0.04,0.52
5985,0.18,0.04,0.53
5986,0.18,0.04,0.54
5987,0.18,0.04,0.55
5988,0.18,0.04,0.56
5989,0.18,0.04,0.57
5990,0.18,0.04,0.58
5991,0.18,0.04,0.59
5992,0.18,0.04,0.6
5993,0.18,0.06,0.26
5994,0.18,0.06,0.27
5995,0.18,0.06,0.28
5996,0.18,0.06,0.29
5997,0.18,0.06,0.3
5998,0.18,0.06,0.31
5999,0.18,0.06,0.32
6000,0.18,0.06,0.33
6001,0.18,0.06,0.34
6002,0.18,0.06,0.35
6003,0.18,0.06,0.36
6004,0.18,0.06,0.37
6005,0.18,0.06,0.38
6006,0.18,0.06,0.39
6007,0.18,0.06,0.4
6008,0.18,0.06,0.41
6009,0.18,0.06,0.42
6010,0.18,0.06,0.43
6011,0.18,0.06,0.44
6012,0.18,0.06,0.45
6013,0.18,0.06,0.46
6014,0.18,0.06,0.47
6015,0.18,0.06,0.48
6016,0.18,0.06,0.49
6017,0.18,0.06,0.5
6018,0.18,0.06,0.51
6019,0.18,0.06,0.52
6020,0.18,0.06,0.53
6021,0.18,0.06,0.54
6022,0.18,0.06,0.55
6023,0.18,0.06,0.56
6024,0.18,0.06,0.57
6025,0.18,0.06,0.58
6026,0.18,0.06,0.59
6027,0.18,0.06,0.6
6028,0.18,0.08,0.29
6029,0.18,0.08,0.3
6030,0.18,0.08,0.31
6031,0.18,0.08,0.32
6032,0.18,0.08,0.33
6033,0.18,0.08,0.34
6034,0.18,0.08,0.35
6035,0.18,0.08,0.36
6036,0.18,0.08,0.37
6037,0.18,0.08,0.38
6038,0.18,0.08,0.39
6039,0.18,0.08,0.4
6040,0.18,0.08,0.41
6041,0.18,0.08,0.42
6042,0.18,0.08,0.43
6043,0.18,0.08,0.44
6044,0.18,0.08,0.45
6045,0.18,0.08,0.46
6046,0.18,0.08,0.47
6047,0.18,0.08,0.48
6048,0.18,0.08,0.49
6049,0.18,0.08,0.5
6050,0.18,0.08,0.51
6051,0.18,0.08,0.52
6052,0.18,0.08,0.53
6053,0.18,0.08,0.54
6054,0.18,0.08,0.55
6055,0.18,0.08,0.56
6056,0.18,0.08,0.57
6057,0.18,0.08,0.58
6058,0.18,0.08,0.59
6059,0.18,0.08,0.6
6060,0.18,0.1,0.31
6061,0.18,0.1,0.32
6062,0.18,0.1,0.33
6063,0.18,0.1,0.34
6064,0.18,0.1,0.35
6065,0.18,0.1,0.36
6066,0.18,0.1,0.37
6067,0.18,0.1,0.38
6068,0.18,0.1,0.39
6069,0.18,0.1,0.4
6070,0.18,0.1,0.41
6071,0.18,0.1,0.42
6072,0.18,0.1,0.43
6073,0.18,0.1,0.44
6074,0.18,0.1,0.45
6075,0.18,0.1,0.46
6076,0.18,0.1,0.47
6077,0.18,0.1,0.48
6078,0.18,0.1,0.49
6079,0.18,0.1,0.5
6080,0.18,0.1,0.51
6081,0.18,0.1,0.52
6082,0.18,0.1,0.53
6083,0.18,0.1,0.54
6084,0.18,0.1,0.55
6085,0.18,0.1,0.56
6086,0.18,0.1,0.57
6087,0.18,0.1,0.58
6088,0.18,0.1,0.59
6089,0.18,0.1,0.6
6090,0.18,0.12,0.33
6091,0.18,0.12,0.34
6092,0.18,0.12,0.35
6093,0.18,0.12,0.36
6094,0.18,0.12,0.37
6095,0.18,0.12,0.38
6096,0.18,0.12,0.39
6097,0.18,0.12,0.4
6098,0.18,0.12,0.41
6099,0.18,0.12,0.42
6100,0.18,0.12,0.43
6101,0.18,0.12,0.44
6102,0.18,0.12,0.45
6103,0.18,0.12,0.46
6104,0.18,0.12,0.47
6105,0.18,0.12,0.48
6106,0.18,0.12,0.49
6107,0.18,0.12,0.5
6108,0.18,0.12,0.51
6109,0.18,0.12,0.52
6110,0.18,0.12,0.53
6111,0.18,0.12,0.54
6112,0.18,0.12,0.55
6113,0.18,0.12,0.56
6114,0.18,0.12,0.57
6115,0.18,0.12,0.58
6116,0.18,0.12,0.59
6117,0.18,0.12,0.6
6118,0.18,0.14,0.35
6119,0.18,0.14,0.36
6120,0.18,0.14,0.37
6121,0.18,0.14,0.38
6122,0.18,0.14,0.39
6123,0.18,0.14,0.4
6124,0.18,0.14,0.41
6125,0.18,0.14,0.42
6126,0.18,0.14,0.43
6127,0.18,0.14,0.44
6128,0.18,0.14,0.45
6129,0.18,0.14,0.46
6130,0.18,0.14,0.47
6131,0.18,0.14,0.48
6132,0.18,0.14,0.49
6133,0.18,0.14,0.5
6134,0.18,0.14,0.51
6135,0.18,0.14,0.52
6136,0.18,0.14,0.53
6137,0.18,0.14,0.54
6138,0.18,0.14,0.55
6139,0.18,0.14,0.56
6140,0.18,0.14,0.57
6141,0.18,0.14,0.58
6142,0.18,0.14,0.59
6143,0.18,0.14,0.6
6144,0.18,0.16,0.37
6145,0.18,0.16,0.38
6146,0.18,0.16,0.39
6147,0.18,0.16,0.4
6148,0.18,0.16,0.41
6149,0.18,0.16,0.42
6150,0.18,0.16,0.43
6151,0.18,0.16,0.44
6152,0.18,0.16,0.45
6153,0.18,0.16,0.46
6154,0.18,0.16,0.47
6155,0.18,0.16,0.48
6156,0.18,0.16,0.49
6157,0.18,0.16,0.5
6158,0.18,0.16,0.51
6159,0.18,0.16,0.52
6160,0.18,0.16,0.53
6161,0.18,0.16,0.54
6162,0.18,0.16,0.55
6163,0.18,0.16,0.56
6164,0.18,0.16,0.57
6165,0.18,0.16,0.58
6166,0.18,0.16,0.59
6167,0.18,0.16,0.6
6168,0.18,0.18,0.39
6169,0.18,0.18,0.4
6170,0.18,0.18,0.41
6171,0.18,0.18,0.42
6172,0.18,0.18,0.43
6173,0.18,0.18,0.44
6174,0.18,0.18,0.45
6175,0.18,0.18,0.46
6176,0.18,0.18,0.47
6177,0.18,0.18,0.48
6178,0.18,0.18,0.49
6179,0.18,0.18,0.5
6180,0.18,0.18,0.51
6181,0.18,0.18,0.52
6182,0.18,0.18,0.53
6183,0.18,0.18,0.54
6184,0.18,0.18,0.55
6185,0.18,0.18,0.56
6186,0.18,0.18,0.57
6187,0.18,0.18,0.58
6188,0.18,0.18,0.59
6189,0.18,0.18,0.6
6190,0.18,0.2,0.4
6191,0.18,0.2,0.41
6192,0.18,0.2,0.42
6193,0.18,0.2,0.43
6194,0.18,0.2,0.44
6195,0.18,0.2,0.45
6196,0.18,0.2,0.46
6197,0.18,0.2,0.47
6198,0.18,0.2,0.48
6199,0.18,0.2,0.49
6200,0.18,0.2,0.5
6201,0.18,0.2,0.51
6202,0.18,0.2,0.52
6203,0.18,0.2,0.53
6204,0.18,0.2,0.54
6205,0.18,0.2,0.55
6206,0.18,0.2,0.56
6207,0.18,0.2,0.57
6208,0.18,0.2,0.58
6209,0.18,0.2,0.59
6210,0.18,0.2,0.6
6211,0.18,0.22,0.42
6212,0.18,0.22,0.43
6213,0.18,0.22,0.44
6214,0.18,0.22,0.45
6215,0.18,0.22,0.46
6216,0.18,0.22,0.47
6217,0.18,0.22,0.48
6218,0.18,0.22,0.49
6219,0.18,0.22,0.5
6220,0.18,0.22,0.51
6221,0.18,0.22,0.52
6222,0.18,0.22,0.53
6223,0.18,0.22,0.54
6224,0.18,0.22,0.55
6225,0.18,0.22,0.56
6226,0.18,0.22,0.57
6227,0.18,0.22,0.58
6228,0.18,0.22,0.59
6229,0.18,0.22,0.6
6230,0.18,0.24,0.43
6231,0.18,0.24,0.44
6232,0.18,0.24,0.45
6233,0.18,0.24,0.46
6234,0.18,0.24,0.47
6235,0.18,0.24,0.48
6236,0.18,0.24,0.49
6237,0.18,0.24,0.5
6238,0.18,0.24,0.51
6239,0.18,0.24,0.52
6240,0.18,0.24,0.53
6241,0.18,0.24,0.54
6242,0.18,0.24,0.55
6243,0.18,0.24,0.56
6244,0.18,0.24,0.57
6245,0.18,0.24,0.58
6246,0.18,0.24,0.59
6247,0.18,0.24,0.6
6248,0.18,0.26,0.44
6249,0.18,0.26,0.45
6250,0.18,0.26,0.46
6251,0.18,0.26,0.47
6252,0.18,0.26,0.48
6253,0.18,0.26,0.49
6254,0.18,0.26,0.5
6255,0.18,0.26,0.51
6256,0.18,0.26,0.52
6257,0.18,0.26,0.53
6258,0.18,0.26,0.54
6259,0.18,0.26,0.55
6260,0.18,0.26,0.56
6261,0.18,0.26,0.57
6262,0.18,0.26,0.58
6263,0.18,0.26,0.59
6264,0.18,0.26,0.6
6265,0.18,0.28,0.46
6266,0.18,0.28,0.47
6267,0.18,0.28,0.48
6268,0.18,0.28,0.49
6269,0.18,0.28,0.5
6270,0.18,0.28,0.51
6271,0.18,0.28,0.52
6272,0.18,0.28,0.53
6273,0.18,0.28,0.54
6274,0.18,0.28,0.55
6275,0.18,0.28,0.56
6276,0.18,0.28,0.57
6277,0.18,0.28,0.58
6278,0.18,0.28,0.59
6279,0.18,0.28,0.6
6280,0.18,0.3,0.47
6281,0.18,0.3,0.48
6282,0.18,0.3,0.49
6283,0.18,0.3,0.5
6284,0.18,0.3,0.51
6285,0.18,0.3,0.52
6286,0.18,0.3,0.53
6287,0.18,0.3,0.54
6288,0.18,0.3,0.55
6289,0.18,0.3,0.56
6290,0.18,0.3,0.57
6291,0.18,0.3,0.58
6292,0.18,0.3,0.59
6293,0.18,0.3,0.6
6294,0.18,0.32,0.48
6295,0.18,0.32,0.49
6296,0.18,0.32,0.5
6297,0.18,0.32,0.51
6298,0.18,0.32,0.52
6299,0.18,0.32,0.53
6300,0.18,0.32,0.54
6301,0.18,0.32,0.55
6302,0.18,0.32,0.56
6303,0.18,0.32,0.57
6304,0.18,0.32,0.58
6305,0.18,0.32,0.59
6306,0.18,0.32,0.6
6307,0.18,0.34,0.49
6308,0.18,0.34,0.5
6309,0.18,0.34,0.51
6310,0.18,0.34,0.52
6311,0.18,0.34,0.53
6312,0.18,0.34,0.54
6313,0.18,0.34,0.55
6314,0.18,0.34,0.56
6315,0.18,0.34,0.57
6316,0.18,0.34,0.58
6317,0.18,0.34,0.59
6318,0.18,0.34,0.6
6319,0.18,0.36,0.5
6320,0.18,0.36,0.51
6321,0.18,0.36,0.52
6322,0.18,0.36,0.53
6323,0.18,0.36,0.54
6324,0.18,0.36,0.55
6325,0.18,0.36,0.56
6326,0.18,0.36,0.57
6327,0.18,0.36,0.58
6328,0.18,0.36,0.59
6329,0.18,0.36,0.6
6330,0.18,0.38,0.51
6331,0.18,0.38,0.52
6332,0.18,0.38,0.53
6333,0.18,0.38,0.54
6334,0.18,0.38,0.55
6335,0.18,0.38,0.56
6336,0.18,0.38,0.57
6337,0.18,0.38,0.58
6338,0.18,0.38,0.59
6339,0.18,0.38,0.6
6340,0.18,0.4,0.52
6341,0.18,0.4,0.53
6342,0.18,0.4,0.54
6343,0.18,0.4,0.55
6344,0.18,0.4,0.56
6345,0.18,0.4,0.57
6346,0.18,0.4,0.58
6347,0.18,0.4,0.59
6348,0.18,0.4,0.6
6349,0.18,0.42,0.53
6350,0.18,0.42,0.54
6351,0.18,0.42,0.55
6352,0.18,0.42,0.56
6353,0.18,0.42,0.57
6354,0.18,0.42,0.58
6355,0.18,0.42,0.59
6356,0.18,0.42,0.6
6357,0.18,0.44,0.54
6358,0.18,0.44,0.55
6359,0.18,0.44,0.56
6360,0.18,0.44,0.57
6361,0.18,0.44,0.58
6362,0.18,0.44,0.59
6363,0.18,0.44,0.6
6364,0.18,0.46,0.55
6365,0.18,0.46,0.56
6366,0.18,0.46,0.57
6367,0.18,0.46,0.58
6368,0.18,0.46,0.59
6369,0.18,0.46,0.6
6370,0.18,0.48,0.55
6371,0.18,0.48,0.56
6372,0.18,0.48,0.57
6373,0.18,0.48,0.58
6374,0.18,0.48,0.59
6375,0.18,0.48,0.6
6376,0.18,0.5,0.56
6377,0.18,0.5,0.57
6378,0.18,0.5,0.58
6379,0.18,0.5,0.59
6380,0.18,0.5,0.6
6381,0.18,0.52,0.57
6382,0.18,0.52,0.58
6383,0.18,0.52,0.59
6384,0.18,0.52,0.6
6385,0.18,0.54,0.58
6386,0.18,0.54,0.59
6387,0.18,0.54,0.6
6388,0.18,0.56,0.58
6389,0.18,0.56,0.59
6390,0.18,0.56,0.6
6391,0.18,0.58,0.59
6392,0.18,0.58,0.6
6393,0.18,0.6,0.59
6394,0.18,0.6,0.6
6395,0.18,0.62,0.6
6396,0.2,0.04,0.23
6397,0.2,0.04,0.24
6398,0.2,0.04,0.25
6399,0.2,0.04,0.26
6400,0.2,0.04,0.27
6401,0.2,0.04,0.28
6402,0.2,0.04,0.29
6403,0.2,0.04,0.3
6404,0.2,0.04,0.31
6405,0.2,0.04,0.32
6406,0.2,0.04,0.33
6407,0.2,0.04,0.34
6408,0.2,0.04,0.35
6409,0.2,0.04,0.36
6410,0.2,0.04,0.37
6411,0.2,0.04,0.38
6412,0.2,0.04,0.39
6413,0.2,0.04,0.4
6414,0.2,0.04,0.41
6415,0.2,0.04,0.42
6416,0.2,0.04,0.43
6417,0.2,0.04,0.44
6418,0.2,0.04,0.45
6419,0.2,0.04,0.46
6420,0.2,0.04,0.47
6421,0.2,0.04,0.48
6422,0.2,0.04,0.49
6423,0.2,0.04,0.5
6424,0.2,0.04,0.51
6425,0.2,0.04,0.52
6426,0.2,0.04,0.53
6427,0.2,0.04,0.54
6428,0.2,0.04,0.55
6429,0.2,0.04,0.56
6430,0.2,0.04,0.57
6431,0.2,0.04,0.58
6432,0.2,0.04,0.59
6433,0.2,0.04,0.6
6434,0.2,0.06,0.27
6435,0.2,0.06,0.28
6436,0.2,0.06,0.29
6437,0.2,0.06,0.3
6438,0.2,0.06,0.31
6439,0.2,0.06,0.32
6440,0.2,0.06,0.33
6441,0.2,0.06,0.34
6442,0.2,0.06,0.35
6443,0.2,0.06,0.36
6444,0.2,0.06,0.37
6445,0.2,0.06,0.38
6446,0.2,0.06,0.39
6447,0.2,0.06,0.4
6448,0.2,0.06,0.41
6449,0.2,0.06,0.42
6450,0.2,0.06,0.43
6451,0.2,0.06,0.44
6452,0.2,0.06,0.45
6453,0.2,0.06,0.46
6454,0.2,0.06,0.47
6455,0.2,0.06,0.48
6456,0.2,0.06,0.49
6457,0.2,0.06,0.5
6458,0.2,0.06,0.51
6459,0.2,0.06,0.52
6460,0.2,0.06,0.53
6461,0.2,0.06,0.54
6462,0.2,0.06,0.55
6463,0.2,0.06,0.56
6464,0.2,0.06,0.57
6465,0.2,0.06,0.58
6466,0.2,0.06,0.59
6467,0.2,0.06,0.6
6468,0.2,0.08,0.3
6469,0.2,0.08,0.31
6470,0.2,0.08,0.32
6471,0.2,0.08,0.33
6472,0.2,0.08,0.34
6473,0.2,0.08,0.35
6474,0.2,0.08,0.36
6475,0.2,0.08,0.37
6476,0.2,0.08,0.38
6477,0.2,0.08,0.39
6478,0.2,0.08,0.4
6479,0.2,0.08,0.41
6480,0.2,0.08,0.42
6481,0.2,0.08,0.43
6482,0.2,0.08,0.44
6483,0.2,0.08,0.45
6484,0.2,0.08,0.46
6485,0.2,0.08,0.47
6486,0.2,0.08,0.48
6487,0.2,0.08,0.49
6488,0.2,0.08,0.5
6489,0.2,0.08,0.51
6490,0.2,0.08,0.52
6491,0.2,0.08,0.53
6492,0.2,0.08,0.54
6493,0.2,0.08,0.55
6494,0.2,0.08,0.56
6495,0.2,0.08,0.57
6496,0.2,0.08,0.58
6497,0.2,0.08,0.59
6498,0.2,0.08,0.6
6499,0.2,0.1,0.32
6500,0.2,0.1,0.33
6501,0.2,0.1,0.34
6502,0.2,0.1,0.35
6503,0.2,0.1,0.36
6504,0.2,0.1,0.37
6505,0.2,0.1,0.38
6506,0.2,0.1,0.39
6507,0.2,0.1,0.4
6508,0.2,0.1,0.41
6509,0.2,0.1,0.42
6510,0.2,0.1,0.43
6511,0.2,0.1,0.44
6512,0.2,0.1,0.45
6513,0.2,0.1,0.46
6514,0.2,0.1,0.47
6515,0.2,0.1,0.48
6516,0.2,0.1,0.49
6517,0.2,0.1,0.5
6518,0.2,0.1,0.51
6519,0.2,0.1,0.52
6520,0.2,0.1,0.53
6521,0.2,0.1,0.54
6522,0.2,0.1,0.55
6523,0.2,0.1,0.56
6524,0.2,0.1,0.57
6525,0.2,0.1,0.58
6526,0.2,0.1,0.59
6527,0.2,0.1,0.6
6528,0.2,0.12,0.35
6529,0.2,0.12,0.36
6530,0.2,0.12,0.37
6531,0.2,0.12,0.38
6532,0.2,0.12,0.39
6533,0.2,0.12,0.4
6534,0.2,0.12,0.41
6535,0.2,0.12,0.42
6536,0.2,0.12,0.43
6537,0.2,0.12,0.44
6538,0.2,0.12,0.45
6539,0.2,0.12,0.46
