s80,p80,SAR,beta
0.3,0.24,0.31,0.26758295797236015
0.3,0.24,0.32,0.2869657252100399
0.3,0.24,0.33,0.3074408059531914
0.3,0.24,0.34,0.32906978255293
0.3,0.24,0.35,0.3519184850351846
0.3,0.24,0.36,0.3760574138663525
0.3,0.24,0.37,0.4015619552182493
0.3,0.24,0.38,0.4285129856051793
0.3,0.24,0.39,0.4569972434444178
0.3,0.24,0.4,0.4871078621500456
0.3,0.24,0.41,0.5189449310498464
0.3,0.24,0.42,0.5526160731339786
0.3,0.24,0.43,0.5882375624208421
0.3,0.24,0.44,0.6259341353387147
0.3,0.24,0.45,0.6658408776812755
0.3,0.24,0.46,0.708103524036776
0.3,0.24,0.47,0.7528803387445985
0.3,0.24,0.48,0.8003418514398585
0.3,0.24,0.49,0.8506727481055101
0.3,0.24,0.5,0.9040773518767783
0.3,0.24,0.51,0.9607714442271033
0.3,0.24,0.52,0.9999986591865847
0.3,0.24,0.53,0.9999967269521391
0.3,0.24,0.54,0.9999989972970166
0.3,0.24,0.55,0.9999981098466915
0.3,0.24,0.56,0.9999989560973013
0.3,0.24,0.57,0.99999899759407
0.3,0.24,0.58,0.9999989998529201
0.3,0.24,0.59,0.9999989999899941
0.3,0.24,0.6,0.9999983816741419
0.3,0.26,0.05,0.013222476508326381
0.3,0.26,0.06,0.016827471142131168
0.3,0.26,0.07,0.020748650624843462
0.3,0.26,0.08,0.024992962002391435
0.3,0.26,0.09,0.029569129126445114
0.3,0.26,0.1,0.034487501905443994
0.3,0.26,0.11,0.039759718627882544
0.3,0.26,0.12,0.045398587692432685
0.3,0.26,0.13,0.0514182046151381
0.3,0.26,0.14,0.05783374228450682
0.3,0.26,0.15,0.06466153516269323
0.3,0.26,0.16,0.07191908318299842
0.3,0.26,0.17,0.07962510250273841
0.3,0.26,0.18,0.08779951756695722
0.3,0.26,0.19,0.09646356828198571
0.3,0.26,0.2,0.10563984605878428
0.3,0.26,0.21,0.115352371620424
0.3,0.26,0.22,0.12562667549785977
0.3,0.26,0.23,0.13648989780318305
0.3,0.26,0.24,0.14797087053164912
0.3,0.26,0.25,0.1601002476247503
0.3,0.26,0.26,0.17291061708261943
0.3,0.26,0.27,0.1864366362753666
0.3,0.26,0.28,0.2007151775747281
0.3,0.26,0.29,0.2157854868444782
0.3,0.26,0.3,0.23168935318533176
0.3,0.26,0.31,0.24847136443083115
0.3,0.26,0.32,0.26617895106100636
0.3,0.26,0.33,0.2848628009689255
0.3,0.26,0.34,0.30457700982422553
0.3,0.26,0.35,0.32537937566563807
0.3,0.26,0.36,0.34733169453024926
0.3,0.26,0.37,0.3705000636540778
0.3,0.26,0.38,0.3949555285892175
0.3,0.26,0.39,0.4207738054109968
0.3,0.26,0.4,0.44803646673155506
0.3,0.26,0.41,0.47683103845360203
0.3,0.26,0.42,0.5072516183250454
0.3,0.26,0.43,0.5393994489576361
0.3,0.26,0.44,0.5733837999882904
0.3,0.26,0.45,0.6093222077555159
0.3,0.26,0.46,0.6473418367247872
0.3,0.26,0.47,0.6875800830453821
0.3,0.26,0.48,0.7301858293767656
0.3,0.26,0.49,0.7753202465189449
0.3,0.26,0.5,0.8231583555721156
0.3,0.26,0.51,0.8738907046155884
0.3,0.26,0.52,0.9277221127364011
0.3,0.26,0.53,0.9848806628702328
0.3,0.26,0.54,0.9999985934135049
0.3,0.26,0.55,0.9999988057630531
0.3,0.26,0.56,0.9999989997177529
0.3,0.26,0.57,0.9999986614507467
0.3,0.26,0.58,0.9999989815842918
0.3,0.26,0.59,0.9999989988896791
0.3,0.26,0.6,0.9999989999257016
0.3,0.28,0.05,0.012830698095035889
0.3,0.28,0.06,0.01628642266249694
0.3,0.28,0.07,0.02003445582262425
0.3,0.28,0.08,0.024080877664258288
0.3,0.28,0.09,0.028433330891156617
0.3,0.28,0.1,0.03310103921573664
0.3,0.28,0.11,0.03809438027821776
0.3,0.28,0.12,0.04342461820617122
0.3,0.28,0.13,0.04910446053675857
0.3,0.28,0.14,0.05514738804645732
0.3,0.28,0.15,0.06156798596930688
0.3,0.28,0.16,0.06838187368989984
0.3,0.28,0.17,0.07560574773594889
0.3,0.28,0.18,0.08325740052697632
0.3,0.28,0.19,0.09135578223711666
0.3,0.28,0.2,0.09992104733676059
0.3,0.28,0.21,0.10897461909672655
0.3,0.28,0.22,0.11853926058702688
0.3,0.28,0.23,0.12863915030598266
0.3,0.28,0.24,0.13929999057460432
0.3,0.28,0.25,0.15054906164383475
0.3,0.28,0.26,0.16241537168469602
0.3,0.28,0.27,0.1749297511180411
0.3,0.28,0.28,0.18812498447314369
0.3,0.28,0.29,0.20203594937653258
0.3,0.28,0.3,0.2166997674395491
0.3,0.28,0.31,0.23215596625641444
0.3,0.28,0.32,0.24844673094687314
0.3,0.28,0.33,0.26561692415467836
0.3,0.28,0.34,0.28371450785696545
0.3,0.28,0.35,0.30279067299851303
0.3,0.28,0.36,0.32290012436248783
0.3,0.28,0.37,0.3441013641023166
0.3,0.28,0.38,0.36645698739185684
0.3,0.28,0.39,0.39003425659241053
0.3,0.28,0.4,0.4149049431999051
0.3,0.28,0.41,0.44114634835208855
0.3,0.28,0.42,0.46884145832398266
0.3,0.28,0.43,0.4980795280147941
0.3,0.28,0.44,0.528956642889516
0.3,0.28,0.45,0.5615762721653788
0.3,0.28,0.46,0.5960507658025157
0.3,0.28,0.47,0.6325003136068201
0.3,0.28,0.48,0.6710558108195501
0.3,0.28,0.49,0.7118586369275163
0.3,0.28,0.5,0.7550630050185189
0.3,0.28,0.51,0.8008350682549242
0.3,0.28,0.52,0.8493555795323815
0.3,0.28,0.53,0.9008251732196613
0.3,0.28,0.54,0.9554566351130194
0.3,0.28,0.55,0.9999872403058224
0.3,0.28,0.56,0.9999989993085907
0.3,0.28,0.57,0.9999989889725873
0.3,0.28,0.58,0.9999989999801209
0.3,0.28,0.59,0.9999988938003583
0.3,0.28,0.6,0.999998993634395
0.3,0.3,0.05,0.01248698648158293
0.3,0.3,0.06,0.01581183935630995
0.3,0.3,0.07,0.01940822515476281
0.3,0.3,0.08,0.02328152219002278
0.3,0.3,0.09,0.027438446789051208
0.3,0.3,0.1,0.031887314171201775
0.3,0.3,0.11,0.03663733981373344
0.3,0.3,0.12,0.041698801399455955
0.3,0.3,0.13,0.04708292629216761
0.3,0.3,0.14,0.0528019011836949
0.3,0.3,0.15,0.058868821033734565
0.3,0.3,0.16,0.0652977361459808
0.3,0.3,0.17,0.07210364586289962
0.3,0.3,0.18,0.0793025649889041
0.3,0.3,0.19,0.08691150713976167
0.3,0.3,0.2,0.09494858885721351
0.3,0.3,0.21,0.10343305543739308
0.3,0.3,0.22,0.11238534923799326
0.3,0.3,0.23,0.1218271790989693
0.3,0.3,0.24,0.13178159014046723
0.3,0.3,0.25,0.1422730917739112
0.3,0.3,0.26,0.15332766100031028
0.3,0.3,0.27,0.1649729377688274
0.3,0.3,0.28,0.17723829027650712
0.3,0.3,0.29,0.19015494653702442
0.3,0.3,0.3,0.20375612845939434
0.3,0.3,0.31,0.2180771967504169
0.3,0.3,0.32,0.23315580642883532
0.3,0.3,0.33,0.24903215978086574
0.3,0.3,0.34,0.2657489952225151
0.3,0.3,0.35,0.2833520294728606
0.3,0.3,0.36,0.30189006283735953
0.3,0.3,0.37,0.3214152582942716
0.3,0.3,0.38,0.3419834157543774
0.3,0.3,0.39,0.3636542603384895
0.3,0.3,0.4,0.3864919741036285
0.3,0.3,0.41,0.41056509852760237
0.3,0.3,0.42,0.43594746304593507
0.3,0.3,0.43,0.4627183678217499
0.3,0.3,0.44,0.49096314444359873
0.3,0.3,0.45,0.5207737071888687
0.3,0.3,0.46,0.5522491202039183
0.3,0.3,0.47,0.5854968043520242
0.3,0.3,0.48,0.6206321134299452
0.3,0.3,0.49,0.6577804986507723
0.3,0.3,0.5,0.6970777349756754
0.3,0.3,0.51,0.7386715368270226
0.3,0.3,0.52,0.7827219888997848
0.3,0.3,0.53,0.8294035849098318
0.3,0.3,0.54,0.8789072323543926
0.3,0.3,0.55,0.9314363928537333
0.3,0.3,0.56,0.9872167855109676
0.3,0.3,0.57,0.9999986121571034
0.3,0.3,0.58,0.9999987539962567
0.3,0.3,0.59,0.9999989995455842
0.3,0.3,0.6,0.9999985247952163
0.3,0.32,0.05,0.012183299876114271
0.3,0.32,0.06,0.015392534909580986
0.3,0.32,0.07,0.01885506775699246
0.3,0.32,0.08,0.022575617746533987
0.3,0.32,0.09,0.026560358454941816
0.3,0.32,0.1,0.030816606214434314
0.3,0.32,0.11,0.03535273154670689
0.3,0.32,0.12,0.0401780224878868
0.3,0.32,0.13,0.04530259420873693
0.3,0.32,0.14,0.050737496962798515
0.3,0.32,0.15,0.056494571201678424
0.3,0.32,0.16,0.06258652319329755
0.3,0.32,0.17,0.06902692776176522
0.3,0.32,0.18,0.07583026415939302
0.3,0.32,0.19,0.08301193144590867
0.3,0.32,0.2,0.09058830984294064
0.3,0.32,0.21,0.09857679932540495
0.3,0.32,0.22,0.10699587659424864
0.3,0.32,0.23,0.11586515667922906
0.3,0.32,0.24,0.12520546003206376
0.3,0.32,0.25,0.13503889608579306
0.3,0.32,0.26,0.1453889290028486
0.3,0.32,0.27,0.15628048650979046
0.3,0.32,0.28,0.1677400503002252
0.3,0.32,0.29,0.17979576671610206
0.3,0.32,0.3,0.19247756553342743
0.3,0.32,0.31,0.20581728961280027
0.3,0.32,0.32,0.2198488348447288
0.3,0.32,0.33,0.23460833222087682
0.3,0.32,0.34,0.25013425047990623
0.3,0.32,0.35,0.26646765859265775
0.3,0.32,0.36,0.2836523892122717
0.3,0.32,0.37,0.3017352714926966
0.3,0.32,0.38,0.3207663767736208
0.3,0.32,0.39,0.3407992857404618
0.3,0.32,0.4,0.361891370633141
0.3,0.32,0.41,0.38410430381245336
0.3,0.32,0.42,0.4075039848772356
0.3,0.32,0.43,0.432161424252866
0.3,0.32,0.44,0.458152934527928
0.3,0.32,0.45,0.48556067740707165
0.3,0.32,0.46,0.5144732069511445
0.3,0.32,0.47,0.5449860418585561
0.3,0.32,0.48,0.5772027182490159
0.3,0.32,0.49,0.6112346866903942
0.3,0.32,0.5,0.6472031077153267
0.3,0.32,0.51,0.6852392908574506
0.3,0.32,0.52,0.7254860470236835
0.3,0.32,0.53,0.7680985558610455
0.3,0.32,0.54,0.8132460656498539
0.3,0.32,0.55,0.8611134678554152
0.3,0.32,0.56,0.9119024545163101
0.3,0.32,0.57,0.9658320246827208
0.3,0.32,0.58,0.9999988305816614
0.3,0.32,0.59,0.9999957235964172
0.3,0.32,0.6,0.9999989935887482
0.3,0.34,0.05,0.011913314601916244
0.3,0.34,0.06,0.015019726491607351
0.3,0.34,0.07,0.018363309272703906
0.3,0.34,0.08,0.021948277566742173
0.3,0.34,0.09,0.0257802058934704
0.3,0.34,0.1,0.029865701876906636
0.3,0.34,0.11,0.03421237485915588
0.3,0.34,0.12,0.03882868366075492
0.3,0.34,0.13,0.04372374412552541
0.3,0.34,0.14,0.04890768998401197
0.3,0.34,0.15,0.054391254165155195
0.3,0.34,0.16,0.06018601156017176
0.3,0.34,0.17,0.0663043104126984
0.3,0.34,0.18,0.07275931405699318
0.3,0.34,0.19,0.07956505601001689
0.3,0.34,0.2,0.08673641194582299
0.3,0.34,0.21,0.09428921084339208
0.3,0.34,0.22,0.10224024889103299
0.3,0.34,0.23,0.1106073524906156
0.3,0.34,0.24,0.11940943436997
0.3,0.34,0.25,0.12866656675374516
0.3,0.34,0.26,0.13840006747796674
0.3,0.34,0.27,0.14863254063261686
0.3,0.34,0.28,0.15938801108997955
0.3,0.34,0.29,0.17069199801687757
0.3,0.34,0.3,0.18257155098363967
0.3,0.34,0.31,0.19505574028668968
0.3,0.34,0.32,0.20817503406777624
0.3,0.34,0.33,0.22196218434999146
0.3,0.34,0.34,0.23645203647675647
0.3,0.34,0.35,0.2516816854853807
0.3,0.34,0.36,0.2676907549928973
0.3,0.34,0.37,0.28452154471234237
0.3,0.34,0.38,0.30221926119441606
0.3,0.34,0.39,0.3208322582455222
0.3,0.34,0.4,0.3404122990291091
0.3,0.34,0.41,0.36101483356650377
0.3,0.34,0.42,0.38269949811901016
0.3,0.34,0.43,0.4055300420265771
0.3,0.34,0.44,0.4295752004126848
0.3,0.34,0.45,0.45490888131293045
0.3,0.34,0.46,0.48161070620306695
0.3,0.34,0.47,0.5097665484105078
0.3,0.34,0.48,0.5394691082237384
0.3,0.34,0.49,0.5708188831005622
0.3,0.34,0.5,0.6039242352034273
0.3,0.34,0.51,0.6389029978249064
0.3,0.34,0.52,0.6758830169295308
0.3,0.34,0.53,0.7150030696702373
0.3,0.34,0.54,0.7564155711718824
0.3,0.34,0.55,0.8002847892190161
0.3,0.34,0.56,0.846790760209591
0.3,0.34,0.57,0.8961340575642555
0.3,0.34,0.58,0.9485288147613405
0.3,0.34,0.59,0.9999444603748818
0.3,0.34,0.6,0.9999989880685776
0.3,0.36,0.05,0.011672041427412716
0.3,0.36,0.06,0.014686494670513962
0.3,0.36,0.07,0.01792376350128274
0.3,0.36,0.08,0.02138763646152972
0.3,0.36,0.09,0.025083182375139474
0.3,0.36,0.1,0.029016394622252046
0.3,0.36,0.11,0.03319423842379116
0.3,0.36,0.12,0.03762439690446663
0.3,0.36,0.13,0.04231530966460683
0.3,0.36,0.14,0.047276125727121705
0.3,0.36,0.15,0.05251670478564274
0.3,0.36,0.16,0.05804764641073427
0.3,0.36,0.17,0.06388022188802388
0.3,0.36,0.18,0.0700264811514436
0.3,0.36,0.19,0.07649924695447953
0.3,0.36,0.2,0.08331212953797498
0.3,0.36,0.21,0.09047959331444283
0.3,0.36,0.22,0.09801698621784742
0.3,0.36,0.23,0.10594059172258453
0.3,0.36,0.24,0.11426768428862481
0.3,0.36,0.25,0.12301658782199155
0.3,0.36,0.26,0.13220673646308911
0.3,0.36,0.27,0.14185879394759315
0.3,0.36,0.28,0.1519946310003933
0.3,0.36,0.29,0.16263751986952402
0.3,0.36,0.3,0.1738121746759883
0.3,0.36,0.31,0.1855448668561053
0.3,0.36,0.32,0.19786353884077845
0.3,0.36,0.33,0.21079792777291703
0.3,0.36,0.34,0.22437969926138948
0.3,0.36,0.35,0.23864263818306744
0.3,0.36,0.36,0.2536227022779969
0.3,0.36,0.37,0.2693583271654408
0.3,0.36,0.38,0.2858905549499378
0.3,0.36,0.39,0.30326326489991673
0.3,0.36,0.4,0.32152341078513924
0.3,0.36,0.41,0.3407212793522534
0.3,0.36,0.42,0.360910764475766
0.3,0.36,0.43,0.38214986931460626
0.3,0.36,0.44,0.4045006114123511
0.3,0.36,0.45,0.42802991423109127
0.3,0.36,0.46,0.45280977900072855
0.3,0.36,0.47,0.47891782528878013
0.3,0.36,0.48,0.5064378279735585
0.3,0.36,0.49,0.5354602957475635
0.3,0.36,0.5,0.5660833976003911
0.3,0.36,0.51,0.5984131327978638
0.3,0.36,0.52,0.6325648253263882
0.3,0.36,0.53,0.6686637396695374
0.3,0.36,0.54,0.7068460859447736
0.3,0.36,0.55,0.7472611535338107
0.3,0.36,0.56,0.7900707854360076
0.3,0.36,0.57,0.835452584746445
0.3,0.36,0.58,0.8836025364454488
0.3,0.36,0.59,0.9347336189460498
0.3,0.36,0.6,0.9890817257883773
0.3,0.38,0.05,0.011455385695217445
0.3,0.38,0.06,0.014387275907447481
0.3,0.38,0.07,0.017529054018115758
0.3,0.38,0.08,0.020884223309816794
0.3,0.38,0.09,0.024457424693095704
0.3,0.38,0.1,0.02825411202234022
0.3,0.38,0.11,0.03228070522963619
0.3,0.38,0.12,0.03654424760766884
0.3,0.38,0.13,0.04105249427285362
0.3,0.38,0.14,0.04581383586533327
0.3,0.38,0.15,0.05083735523309601
0.3,0.38,0.16,0.05613276348828661
0.3,0.38,0.17,0.0617104429595999
0.3,0.38,0.18,0.06758145871889683
0.3,0.38,0.19,0.07375757760614891
0.3,0.38,0.2,0.08025133439280904
0.3,0.38,0.21,0.08707598217487797
0.3,0.38,0.22,0.09424562153524076
0.3,0.38,0.23,0.10177519834693623
0.3,0.38,0.24,0.10968056274805402
0.3,0.38,0.25,0.11797852358200367
0.3,0.38,0.26,0.12668690652203204
0.3,0.38,0.27,0.13582463276434675
0.3,0.38,0.28,0.14541176338307235
0.3,0.38,0.29,0.15546960764216658
0.3,0.38,0.3,0.166020793553721
0.3,0.38,0.31,0.177089365609009
0.3,0.38,0.32,0.1887008874845967
0.3,0.38,0.33,0.20088255410844974
0.3,0.38,0.34,0.21366331363283764
0.3,0.38,0.35,0.2270739990257856
0.3,0.38,0.36,0.24114752949681734
0.3,0.38,0.37,0.2559189277735949
0.3,0.38,0.38,0.27142566401836443
0.3,0.38,0.39,0.2877077601227374
0.3,0.38,0.4,0.3048080233715452
0.3,0.38,0.41,0.3227722819116366
0.3,0.38,0.42,0.3416496412508967
0.3,0.38,0.43,0.3614927562461179
0.3,0.38,0.44,0.38235834746488057
0.3,0.38,0.45,0.40430706307994396
0.3,0.38,0.46,0.4274044187833326
0.3,0.38,0.47,0.451720942835569
0.3,0.38,0.48,0.4773327229935248
0.3,0.38,0.49,0.5043219453614233
0.3,0.38,0.5,0.5327774780964386
0.3,0.38,0.51,0.5627957823986276
0.3,0.38,0.52,0.5944811325945909
0.3,0.38,0.53,0.6279470719976976
0.3,0.38,0.54,0.6633170668475153
0.3,0.38,0.55,0.7007255675572777
0.3,0.38,0.56,0.7403198820392518
0.3,0.38,0.57,0.7822602692228621
0.3,0.38,0.58,0.8267227498005971
0.3,0.38,0.59,0.8739011403093404
0.3,0.38,0.6,0.9240057375557699
0.3,0.4,0.05,0.011260225897983206
0.3,0.4,0.06,0.014117566101412606
0.3,0.4,0.07,0.01717321604787523
0.3,0.4,0.08,0.020430388091966414
0.3,0.4,0.09,0.023893360393645556
0.3,0.4,0.1,0.027567106340935593
0.3,0.4,0.11,0.031457585623812886
0.3,0.4,0.12,0.03557128159981949
0.3,0.4,0.13,0.039915359160744956
0.3,0.4,0.14,0.04449752723645936
0.3,0.4,0.15,0.04932620351171333
0.3,0.4,0.16,0.05441033780266678
0.3,0.4,0.17,0.05975951467985274
0.3,0.4,0.18,0.06538394533239174
0.3,0.4,0.19,0.07129448975082704
0.3,0.4,0.2,0.07750270068284754
0.3,0.4,0.21,0.08402081435991644
0.3,0.4,0.22,0.0908618287607466
0.3,0.4,0.23,0.0980395219209326
0.3,0.4,0.24,0.10556850121929194
0.3,0.4,0.25,0.11346425292684045
0.3,0.4,0.26,0.12174319642680013
0.3,0.4,0.27,0.1304227388875941
0.3,0.4,0.28,0.1395213736818932
0.3,0.4,0.29,0.14905868083262738
0.3,0.4,0.3,0.15905547950683555
0.3,0.4,0.31,0.16953387543960002
0.3,0.4,0.32,0.18051736205479677
0.3,0.4,0.33,0.19203092239194922
0.3,0.4,0.34,0.20410114023489795
0.3,0.4,0.35,0.21675632085437063
0.3,0.4,0.36,0.2300266471884002
0.3,0.4,0.37,0.2439442671884192
0.3,0.4,0.38,0.2585435223763986
0.3,0.4,0.39,0.2738610878104618
0.3,0.4,0.4,0.28993617417252576
0.3,0.4,0.41,0.30681074162818595
0.3,0.4,0.42,0.3245297347898325
0.3,0.4,0.43,0.3431413385842761
0.3,0.4,0.44,0.36269731932604543
0.3,0.4,0.45,0.38325321708205756
0.3,0.4,0.46,0.4048688405038746
0.3,0.4,0.47,0.4276085874840807
0.3,0.4,0.48,0.45154190001260264
0.3,0.4,0.49,0.47674375400690105
0.3,0.4,0.5,0.5032952033423278
0.3,0.4,0.51,0.5312839710864705
0.3,0.4,0.52,0.5608053660098585
0.3,0.4,0.53,0.5919625193764967
0.3,0.4,0.54,0.6248678505162997
0.3,0.4,0.55,0.6596437423412018
0.3,0.4,0.56,0.6964236480702063
0.3,0.4,0.57,0.735353856109839
0.3,0.4,0.58,0.7765939106079732
0.3,0.4,0.59,0.8203192384248866
0.3,0.4,0.6,0.8667230328342306
0.3,0.42,0.05,0.011083812244415694
0.3,0.42,0.06,0.013873650356414798
0.3,0.42,0.07,0.016851335909868714
0.3,0.42,0.08,0.020019835734447683
0.3,0.42,0.09,0.023383060328711614
0.3,0.42,0.1,0.026945729976342703
0.3,0.42,0.11,0.030713236866920728
0.3,0.42,0.12,0.034691631679648054
0.3,0.42,0.13,0.038887573161755055
0.3,0.42,0.14,0.04330813836048307
0.3,0.42,0.15,0.04796119311377398
0.3,0.42,0.16,0.052855013313732824
0.3,0.42,0.17,0.0579984768050514
0.3,0.42,0.18,0.06340104760942458
0.3,0.42,0.19,0.06907278770067012
0.3,0.42,0.2,0.0750243954472422
0.3,0.42,0.21,0.08126719943578346
0.3,0.42,0.22,0.08781324063747412
0.3,0.42,0.23,0.09467526902103904
0.3,0.42,0.24,0.10186680141432942
0.3,0.42,0.25,0.1094021637140014
0.3,0.42,0.26,0.11729654061283085
0.3,0.42,0.27,0.1255660285959774
0.3,0.42,0.28,0.13422770544878085
0.3,0.42,0.29,0.14329967461723653
0.3,0.42,0.3,0.15280115875910194
0.3,0.42,0.31,0.16275256611544311
0.3,0.42,0.32,0.1731755782152909
0.3,0.42,0.33,0.18409324283542497
0.3,0.42,0.34,0.1955300755330243
0.3,0.42,0.35,0.20751217030289962
0.3,0.42,0.36,0.22006731967508603
0.3,0.42,0.37,0.23322517957306937
0.3,0.42,0.38,0.24701733193229145
0.3,0.42,0.39,0.2614775421567072
0.3,0.42,0.4,0.27664188336987783
0.3,0.42,0.41,0.29254894229363565
0.3,0.42,0.42,0.30924003371860137
0.3,0.42,0.43,0.32675943621512493
0.3,0.42,0.44,0.34515464862008494
0.3,0.42,0.45,0.36447674484388876
0.3,0.42,0.46,0.3847805386763733
0.3,0.42,0.47,0.4061251159589966
0.3,0.42,0.48,0.42857414133859395
0.3,0.42,0.49,0.4521963224396305
0.3,0.42,0.5,0.47706590655877595
0.3,0.42,0.51,0.503263233124925
0.3,0.42,0.52,0.5308753351355808
0.3,0.42,0.53,0.5599968801186065
0.3,0.42,0.54,0.5907303945464562
0.3,0.42,0.55,0.6231877831421326
0.3,0.42,0.56,0.6574910124159967
0.3,0.42,0.57,0.6937732628659214
0.3,0.42,0.58,0.7321806718872782
0.3,0.42,0.59,0.7728729300071917
0.3,0.42,0.6,0.8160258644912127
0.3,0.44,0.05,0.010923923969473706
0.3,0.44,0.06,0.0136524653248856
0.3,0.44,0.07,0.016559366440167568
0.3,0.44,0.08,0.019647386706560254
0.3,0.44,0.09,0.02292015458793105
0.3,0.44,0.1,0.026382059321823914
0.3,0.44,0.11,0.0300381046938446
0.3,0.44,0.12,0.033893926821095856
0.3,0.44,0.13,0.03795568125543875
0.3,0.44,0.14,0.04223006101395198
0.3,0.44,0.15,0.046724271285922186
0.3,0.44,0.16,0.051446050265284995
0.3,0.44,0.17,0.05640365920280654
0.3,0.44,0.18,0.061605896079848343
0.3,0.44,0.19,0.0670621201937226
0.3,0.44,0.2,0.07278226600461678
0.3,0.44,0.21,0.07877689666995512
0.3,0.44,0.22,0.0850571718749791
0.3,0.44,0.23,0.09163494766154023
0.3,0.44,0.24,0.09852277932553713
0.3,0.44,0.25,0.10573396991705614
0.3,0.44,0.26,0.11328261582762268
0.3,0.44,0.27,0.12118365658814023
0.3,0.44,0.28,0.12945292538220982
0.3,0.44,0.29,0.13810723589965787
0.3,0.44,0.3,0.1471643894494076
0.3,0.44,0.31,0.1566433072684795
0.3,0.44,0.32,0.16656407731769118
0.3,0.44,0.33,0.1769480458688164
0.3,0.44,0.34,0.1878179105782232
0.3,0.44,0.35,0.19919782207765233
0.3,0.44,0.36,0.21111349463776544
0.3,0.44,0.37,0.22359232612194654
0.3,0.44,0.38,0.23666357602119545
0.3,0.44,0.39,0.2503583929531672
0.3,0.44,0.4,0.2647101152256665
0.3,0.44,0.41,0.27975437282942295
0.3,0.44,0.42,0.2955292997549923
0.3,0.44,0.43,0.31207575020808204
0.3,0.44,0.44,0.32943753626297073
0.3,0.44,0.45,0.34766168608465664
0.3,0.44,0.46,0.36679881956572596
0.3,0.44,0.47,0.3869032733096201
0.3,0.44,0.48,0.40803368832786396
0.3,0.44,0.49,0.4302532966263126
0.3,0.44,0.5,0.4536303992742307
0.3,0.44,0.51,0.4782388730106848
0.3,0.44,0.52,0.5041587344608904
0.3,0.44,0.53,0.5314767544717418
0.3,0.44,0.54,0.5602874435627307
0.3,0.44,0.55,0.5906932323117902
0.3,0.44,0.56,0.6228060919356928
0.3,0.44,0.57,0.6567482110998547
0.3,0.44,0.58,0.6926531987475139
0.3,0.44,0.59,0.7306678663122742
0.3,0.44,0.6,0.7709529040690063
0.3,0.46,0.05,0.010778705265201414
0.3,0.46,0.06,0.013451454463215903
0.3,0.46,0.07,0.016293934020389977
0.3,0.46,0.08,0.01930872805609638
0.3,0.46,0.09,0.02249921939303478
0.3,0.46,0.1,0.02586950876271776
0.3,0.46,0.11,0.029424254599822463
0.3,0.46,0.12,0.03316873100734934
0.3,0.46,0.13,0.037108682373635446
0.3,0.46,0.14,0.04125036173340872
0.3,0.46,0.15,0.04560048571719021
0.3,0.46,0.16,0.05016629114229319
0.3,0.46,0.17,0.05495548397117964
0.3,0.46,0.18,0.05997627927207543
0.3,0.46,0.19,0.0652374112147719
0.3,0.46,0.2,0.07074815119353006
0.3,0.46,0.21,0.07651834601081613
0.3,0.46,0.22,0.08255841233926951
0.3,0.46,0.23,0.08887940233910113
0.3,0.46,0.24,0.0954930200635222
0.3,0.46,0.25,0.1024116632443551
0.3,0.46,0.26,0.10964846525366458
0.3,0.46,0.27,0.1172173411257257
0.3,0.46,0.28,0.12513303656317543
0.3,0.46,0.29,0.13341119174301708
0.3,0.46,0.3,0.14206838279288525
0.3,0.46,0.31,0.15112220714943647
0.3,0.46,0.32,0.16059134526092866
0.3,0.46,0.33,0.1704956410459456
0.3,0.46,0.34,0.1808561875684876
0.3,0.46,0.35,0.19169542040435442
0.3,0.46,0.36,0.2030372199747249
0.3,0.46,0.37,0.21490702242028933
0.3,0.46,0.38,0.2273319637210523
0.3,0.46,0.39,0.24034095894304358
0.3,0.46,0.4,0.2539649149129178
0.3,0.46,0.41,0.26823685869693104
0.3,0.46,0.42,0.28319212503078656
0.3,0.46,0.43,0.2988685549215996
0.3,0.46,0.44,0.315306714716796
0.3,0.46,0.45,0.33255013684493306
0.3,0.46,0.46,0.3506455807950192
0.3,0.46,0.47,0.36964343908957054
0.3,0.46,0.48,0.38959780363990115
0.3,0.46,0.49,0.41056713482726126
0.3,0.46,0.5,0.43261451754200736
0.3,0.46,0.51,0.455808159164429
0.3,0.46,0.52,0.48022190731762676
0.3,0.46,0.53,0.5059358320124994
0.3,0.46,0.54,0.5330368531580606
0.3,0.46,0.55,0.5616197973489473
0.3,0.46,0.56,0.5917874896443176
0.3,0.46,0.57,0.6236525367302894
0.3,0.46,0.58,0.6573379763621355
0.3,0.46,0.59,0.6929785390684023
0.3,0.46,0.6,0.730722525910187
0.3,0.48,0.05,0.01064659663420252
0.3,0.48,0.06,0.013268472330527746
0.3,0.48,0.07,0.01605221090946149
0.3,0.48,0.08,0.01900024855281543
0.3,0.48,0.09,0.022115753445451025
0.3,0.48,0.1,0.025402574295551424
0.3,0.48,0.11,0.02886506058951103
0.3,0.48,0.12,0.03250817023107756
0.3,0.48,0.13,0.03633728230601296
0.3,0.48,0.14,0.04035826313307332
0.3,0.48,0.15,0.04457738448266285
0.3,0.48,0.16,0.049001451145487214
0.3,0.48,0.17,0.05363766508579704
0.3,0.48,0.18,0.05849373034228427
0.3,0.48,0.19,0.06357782294726066
0.3,0.48,0.2,0.06889862430174516
0.3,0.48,0.21,0.07446535733026663
0.3,0.48,0.22,0.08028774586176861
0.3,0.48,0.23,0.08637615807500124
0.3,0.48,0.24,0.09274153212691437
0.3,0.48,0.25,0.09939546166309567
